,threshold,sample,iou,intersection,union,gt_area,segmentation_area,gt_x_center,gt_y_center,segmentation_x_center,segmentation_y_center,x_distance,y_distance,euclidean_distance,x_size,y_size
477,0.4,0208.jpg,0.0016933256247189568,1318,778350,1321,778347,640.6502649507948,456.88493565480695,485.88657501088846,564.3104489385839,154.76368993990639,-107.42551328377698,188.39331365018882,1024,1024
478,0.4,0612.jpg,0.015510040116442239,5637,363442,5637,363442,524.6748270356572,562.1250665247472,561.4848669113642,561.200208011182,-36.810039875706934,0.9248585135652547,36.82165665639243,1024,1024
479,0.4,0467.jpg,0.0246843623924482,9453,382955,9453,382955,537.0082513487781,492.1315984343595,480.77540442088497,517.2809860166338,56.23284692789315,-25.149387582274358,61.60052572323809,1024,1024
480,0.4,0070.jpg,0.0061470939593829535,2367,385060,2367,385060,531.6265314744402,540.2348964934516,529.1933490884537,477.87425855710796,2.43318238598647,62.360637936343664,62.40808874137406,1024,1024
481,0.4,0061.jpg,0.0012657721343399045,949,749740,949,749740,508.9768177028451,494.2528977871444,504.57299597193696,554.5133326219756,4.403821730908135,-60.26043483483119,60.42113580793194,1024,1024
482,0.4,0401.jpg,0.08345585794101744,8798,105421,8798,105421,538.8940668333712,397.7717663105251,493.67290198347575,400.1984898644483,45.221164849895445,-2.426723553923182,45.286231214228735,1024,1024
483,0.4,0641.jpg,0.012872308311531496,5117,397520,5117,397520,490.38635919484074,495.671291772523,533.2030690279735,516.5360283759308,-42.816709833132734,-20.864736603407778,47.629905253572254,1024,1024
484,0.4,0082.jpg,0.0029256866702102617,1976,675397,1976,675397,556.123987854251,573.7034412955466,516.278049798859,527.8047296627021,39.845938055392025,45.898711632844424,60.781498081810604,1024,1024
485,0.4,0507.jpg,0.02475242251330651,6971,281629,6971,281629,503.32047052072875,511.2897719122077,434.6386664725579,509.16096708790644,68.68180404817087,2.1288048243012554,68.71478747177575,1024,1024
486,0.4,0057.jpg,0.0024676579884351964,1777,720116,1777,720116,554.2948790095667,438.1159257175014,515.8971415716356,490.04677579723267,38.39773743793103,-51.93085007973127,64.58482352964832,1024,1024
487,0.4,0515.jpg,0.16085667386833277,49586,308262,49586,308262,483.8956156979793,603.6254386318719,547.7049101089333,777.3619194062194,-63.80929441095401,-173.73648077434746,185.08373998025598,1024,1024
488,0.4,0699.jpg,0.0157256979519098,7130,453398,7130,453398,446.3741935483871,548.0942496493689,540.4948852884221,533.6341999744154,-94.120691740035,14.460049674953439,95.22498438028127,1024,1024
489,0.4,0436.jpg,0.17581183701208522,5950,33843,5950,33843,545.3788235294118,529.0947899159664,530.6563543421091,544.010755547676,14.722469187302636,-14.915965631709582,20.95798486728667,1024,1024
490,0.4,0576.jpg,0.09477672629363515,31117,328319,31117,328319,389.60233955715523,421.3438956197577,649.8163462973511,530.3548713294083,-260.2140067401958,-109.01097570965061,282.1253659793049,1024,1024
491,0.4,0564.jpg,0.12444395576027173,52062,418357,52062,418357,395.9221889285852,717.1119050363029,451.27457410775963,663.1662957713149,-55.35238517917446,53.94560926498798,77.29175443729072,1024,1024
492,0.4,0024.jpg,0.004190028700485607,2422,578039,2422,578039,570.7972749793558,532.9128819157721,542.2761716769976,491.7979686491742,28.521103302358256,41.11491326659791,50.038879149154205,1024,1024
493,0.4,0679.jpg,0.009059123623182484,4656,513957,4656,513957,472.5435996563574,485.1943728522337,452.6733792904854,483.03861801668234,19.870220365872,2.155754835551363,19.986819064056128,1024,1024
494,0.4,0135.jpg,0.012438029219497214,2835,227930,2835,227930,521.5298059964726,551.0292768959436,467.7015882069056,454.09754310533935,53.82821778956702,96.9317337906042,110.87487563038626,1024,1024
495,0.4,0085.jpg,0.002502367189062015,1990,795247,1990,795247,526.6723618090452,410.1060301507538,489.51691612794514,487.7898476825439,37.155445681100105,-77.68381753179011,86.11215158195527,1024,1024
496,0.4,0715.jpg,0.016725390278375933,11573,691942,11573,691942,507.18387626371725,486.8243324980558,520.255187573525,547.8589274823612,-13.071311309807697,-61.034594984305386,62.41859469946518,1024,1024
497,0.4,0086.jpg,0.0020482429983382454,1415,690836,1415,690836,457.9314487632509,540.6946996466431,468.8777958878808,532.5053963603518,-10.946347124629881,8.189303286291306,13.670669467431155,1024,1024
498,0.4,0480.jpg,0.014931089279803692,8616,577051,8616,577051,511.5049907149489,466.3076833797586,499.6215412502535,533.5803143916222,11.883449464695445,-67.27263101186361,68.3141512019166,1024,1024
499,0.4,0671.jpg,0.006842967926728514,4630,676607,4630,676607,485.5110151187905,495.40539956803457,508.40342621344445,500.8228676321705,-22.892411094653937,-5.41746806413596,23.524698636806544,1024,1024
500,0.4,0112.jpg,0.015403825982718146,3084,200210,3084,200210,527.7094682230869,503.583009079118,505.9574247040607,408.4077318815244,21.752043519026188,95.17527719759363,97.6293233966742,1024,1024
501,0.4,0707.jpg,0.01469834693149434,10011,681097,10011,681097,433.2683048646489,519.0215762661073,529.2519391511048,576.8400624286996,-95.98363428645592,-57.81848616259231,112.0528241186718,1024,1024
502,0.4,0545.jpg,0.21539776456644205,45615,211771,45615,211771,516.2309547298038,517.3657568782199,590.1938697933144,584.347110794207,-73.96291506351065,-66.98135391598703,99.78484141948016,1024,1024
503,0.4,0592.jpg,0.1557183701103526,36110,231893,36110,231893,497.9291332040986,562.9828856272501,526.8350747974281,546.805703492559,-28.905941593329487,16.177182134691066,33.12483481039481,1024,1024
504,0.4,0155.jpg,0.012928168021518823,2605,201498,2605,201498,517.0364683301343,536.8821497120921,447.2657842757744,439.57217441364185,69.77068405435989,97.30997529845024,119.73796242628444,1024,1024
505,0.4,0560.jpg,0.16336550414307713,49545,303277,49545,303277,593.7217680896155,471.9770107982642,470.2080177527475,497.6908074136845,123.51375033686799,-25.713796615420335,126.16198262019094,1024,1024
506,0.4,0118.jpg,0.020545770529059856,4918,239368,4918,239368,568.697234648231,482.8403822692151,480.0867409177501,493.62845493131914,88.61049373048087,-10.788072662104014,89.26478651138099,1024,1024
507,0.4,0407.jpg,0.0034038387389146775,2719,798804,2719,798804,511.1037146009562,540.7318867230599,508.83262727778026,557.2614896770672,2.271087323175948,-16.52960295400726,16.684891712163314,1024,1024
508,0.4,0060.jpg,0.028553918503139306,2283,79954,2283,79954,585.646955759965,511.66141042487953,488.7687795482402,566.7204642669535,96.87817621172474,-55.05905384207398,111.43105687416947,1024,1024
509,0.4,0181.jpg,0.024769696214292997,4372,176506,4372,176506,496.20791399817017,526.5084629460201,510.11934438489345,477.2396462443203,-13.911430386723282,49.26881670169985,51.19515792133418,1024,1024
510,0.4,0368.jpg,0.05600602441288244,12792,228404,12792,228404,436.76712007504693,471.15368980612885,390.03154935990614,487.5963643368768,46.735570715140796,-16.442674530747922,49.54366877608109,1024,1024
511,0.4,0188.jpg,0.009384961596411792,2423,258179,2423,258179,510.03549319026,535.6694180767644,490.97435112848063,493.7338009675458,19.06114206177938,41.93561710921858,46.064336737114985,1024,1024
512,0.4,0738.jpg,0.01308970725732219,5418,413913,5418,413913,553.3931339977852,546.1626061277224,395.5106846124669,514.848506811818,157.8824493853183,31.3140993159044,160.95788467755756,1024,1024
513,0.4,0728.jpg,0.038041789470710644,12120,318597,12120,318597,496.2605610561056,533.2245049504951,637.5539223533178,500.0948690665637,-141.29336129721224,33.12963588393137,145.1254172103096,1024,1024
514,0.4,0051.jpg,0.013642537551933525,2049,150192,2049,150192,417.0053684724256,507.44851146900925,528.5089085969959,623.0929077447533,-111.50354012457029,-115.6443962757441,160.64453258761407,1024,1024
515,0.4,0340.jpg,0.025100790312486354,8623,343535,8623,343535,500.4816189261278,543.378522555955,528.5647168410787,636.5423115548634,-28.08309791495094,-93.16378899890844,97.3044293397472,1024,1024
516,0.4,0657.jpg,0.021955992025400575,5947,270860,5947,270860,462.8241129981503,520.9678829662015,588.1745366610057,528.8157424499742,-125.3504236628554,-7.847859483772709,125.5958502934487,1024,1024
517,0.4,0544.jpg,0.1077511818113604,37336,346502,37336,346502,525.7669541461324,530.391364902507,593.405602276466,572.8420326578201,-67.63864813033354,-42.450667755313134,79.85640809459849,1024,1024
518,0.4,0102.jpg,0.013417040358744395,1870,139375,1870,139375,483.38663101604277,554.0427807486631,573.8769937219731,552.7516986547085,-90.49036270593035,1.2910820939545147,90.49957257149981,1024,1024
519,0.4,0310.jpg,0.03901101807629526,20649,529312,20649,529312,612.0692043198218,536.4681582643227,703.3877712955685,560.347976240856,-91.31856697574676,-23.87981797653333,94.38922809884775,1024,1024
520,0.4,0332.jpg,0.08488326078353779,26169,308294,26169,308294,482.64733081126525,520.7044212617983,413.3846555560601,515.9640440618371,69.26267525520512,4.7403771999612445,69.42470280459194,1024,1024
521,0.4,0485.jpg,0.043128033024516295,10949,253872,10949,253872,486.95625171248514,550.5355740250251,496.7009083317577,421.18618437637866,-9.744656619272575,129.34938964864642,129.71593169346966,1024,1024
522,0.4,0338.jpg,0.2851029195547154,10859,38088,10861,38086,421.6048246017862,515.3223460086548,465.99264821719265,540.3120306674368,-44.38782361540643,-24.98968465878204,50.93881844583559,1024,1024
523,0.4,0769.jpg,0.049413411757219285,10871,220001,10871,220001,577.0069910771778,479.1716493422868,507.35575292839576,498.67501056813376,69.651238148782,-19.50336122584696,72.33032610713308,1024,1024
524,0.4,0062.jpg,0.001417040748986533,977,689465,977,689465,460.03684749232343,450.3070624360287,632.6904802999427,526.7971311089033,-172.65363280761926,-76.4900686728746,188.8385753156629,1024,1024
525,0.4,0326.jpg,0.038939198155127225,22390,574999,22390,574999,467.4144260830728,632.3301473872265,443.9420242469987,521.9249789999635,23.472401836074084,110.40516838726296,112.87273742837117,1024,1024
526,0.4,0215.jpg,0.0015414032623117147,869,563772,869,563772,474.994246260069,207.36248561565017,492.6419563227688,668.2227602647879,-17.647710062699787,-460.86027464913775,461.19804251550744,1024,1024
527,0.4,0382.jpg,0.07714149646416088,8585,111289,8585,111289,408.5071636575422,529.8662783925452,459.2895614121791,569.8898813000386,-50.78239775463692,-40.023602907493455,64.65864761504737,1024,1024
528,0.4,0203.jpg,0.0006972823136055783,488,699860,488,699860,499.48155737704917,603.5368852459017,487.8384019661075,531.9799459891979,11.643155410941688,71.5569392567038,72.49799048050185,1024,1024
529,0.4,0004.jpg,0.0019177743212669682,1519,792064,1519,792064,504.1152073732719,455.86372613561554,569.5732251434227,534.0816827933096,-65.45801777015083,-78.21795665769406,101.99412156640346,1024,1024
530,0.4,0391.jpg,0.0401700275992667,13958,347473,13958,347473,577.8105029373836,443.66750250752256,631.8629620143148,530.8678861379158,-54.0524590769312,-87.20038363039322,102.59422614139194,1024,1024
531,0.4,0149.jpg,0.010758396858628253,2148,199658,2148,199658,504.7695530726257,538.9944134078212,537.9390808282162,609.339876188282,-33.169527755590536,-70.34546278046082,77.77339972848101,1024,1024
532,0.4,0460.jpg,0.025549987076021713,7117,278552,7117,278552,536.2794716875088,505.5011943234509,469.5351711709124,516.0728912375428,66.74430051659641,-10.571696914091888,67.57634517412993,1024,1024
533,0.4,0287.jpg,0.0016061279960464542,1430,890340,1430,890340,519.2048951048951,530.6111888111889,516.1985881797965,511.31113057932924,3.0063069250985563,19.300058231859623,19.532796243269114,1024,1024
534,0.4,0066.jpg,0.0007303938940799198,676,925528,676,925528,458.0414201183432,566.7218934911242,526.0750663405105,518.3197580192063,-68.0336462221673,48.40213547191786,83.49457309624925,1024,1024
535,0.4,0388.jpg,0.037603180571933424,10300,273913,10300,273913,529.1731067961165,578.8705825242719,529.8538331514021,441.3029173496694,-0.6807263552856284,137.56766517460244,137.56934938409174,1024,1024
536,0.4,0186.jpg,0.007664554511339415,2118,276337,2118,276337,538.7724268177526,539.6033994334277,410.36175756413365,501.72774185143504,128.41066925361895,37.8756575819927,133.88004113918802,1024,1024
537,0.4,0270.jpg,0.001975699947173798,1309,662550,1309,662550,512.1764705882352,461.3941940412529,496.75329258169194,617.890175835786,15.42317800654331,-156.49598179453307,157.25414696489358,1024,1024
538,0.4,0627.jpg,0.015744850852272726,7094,450560,7094,450560,491.73414152805185,596.4396673244996,500.58926890980115,583.2401633522727,-8.855127381749298,13.199503972226921,15.894659041949923,1024,1024
539,0.4,0058.jpg,0.0017301741715994219,1574,909735,1574,909735,436.50190597204573,477.8087674714104,515.2698544081518,518.379021363364,-78.76794843610605,-40.5702538919536,88.60211736573025,1024,1024
540,0.4,0437.jpg,0.044457634841835146,7415,166788,7415,166788,593.4339851652056,454.24666217127447,450.9130213204787,463.3027136244814,142.5209638447269,-9.05605145320692,142.80839332179704,1024,1024
541,0.4,0554.jpg,0.09876449918766766,33982,344071,33982,344071,489.8503325289859,697.5255429344948,383.4080378759035,648.7910838170029,106.4422946530824,48.73445911749184,117.06839708686584,1024,1024
542,0.4,0693.jpg,0.03315027680814638,5964,179908,5964,179908,448.1405097250168,509.78303152246815,529.2758076350135,529.02786980012,-81.13529790999672,-19.244838277651866,83.38645194080927,1024,1024
543,0.4,0726.jpg,0.03595798912876578,11709,325630,11709,325630,447.32317021094883,505.1647450678965,628.0133280103184,520.5097534010994,-180.69015779936962,-15.345008333202884,181.34057021611892,1024,1024
544,0.4,0266.jpg,0.007858202090501086,4801,610954,4801,610954,520.7265153093106,488.70485315559256,485.10038071606044,490.3758482635354,35.62613459325013,-1.6709951079428151,35.665300933920946,1024,1024
545,0.4,0531.jpg,0.06386427858716062,24386,381841,24386,381841,540.0367423931764,628.3938735339949,676.7818123250254,714.5364536547935,-136.745069931849,-86.14258012079858,161.6160829265902,1024,1024
546,0.4,0570.jpg,0.088216484675307,25933,293970,25933,293970,415.7436085296726,583.3872286276173,487.77331020172124,524.3438956356091,-72.02970167204865,59.04333299200823,93.13642195064988,1024,1024
547,0.4,0036.jpg,0.003156031867554069,2527,800689,2527,800689,467.38187574198656,446.5999208547685,518.7958071111256,506.90724988103995,-51.41393136913899,-60.30732902627142,79.24876196580924,1024,1024
548,0.4,0406.jpg,0.1610353399181934,12244,76033,12247,76030,495.78851963746223,624.9058544949784,549.2112981717743,634.1645929238458,-53.422778534312044,-9.258738428867446,54.2191617753386,1024,1024
549,0.4,0343.jpg,0.10083063033581335,10476,103897,10476,103897,566.4572355861015,537.8288468881252,514.1003108848187,484.12236156963144,52.35692470128288,53.706485318493776,75.00422741046928,1024,1024
550,0.4,0584.jpg,0.08913394262868043,27288,306146,27288,306146,454.36990618586924,561.1690120199355,599.2332416559419,548.5825031194266,-144.86333547007268,12.586508900508875,145.40909933638062,1024,1024
551,0.4,0752.jpg,0.005179753904136732,3150,608137,3150,608137,575.571746031746,575.9257142857143,554.6988079988555,631.0466046302067,20.872938032890488,-55.12089034449241,58.940581049854295,1024,1024
552,0.4,0042.jpg,0.0029533838380162965,2435,824478,2435,824478,587.8464065708419,577.3433264887063,474.3842540370998,531.861423834232,113.46215253374203,45.48190265447431,122.23855172023767,1024,1024
553,0.4,0762.jpg,0.00373078317156843,3057,819399,3057,819399,532.4514229636899,549.8626104023552,531.1306262272715,514.3360963340205,1.3207967364184015,35.52651406833479,35.55105773203553,1024,1024
554,0.4,0386.jpg,0.04228274274621895,9497,224607,9497,224607,486.51289881015055,491.39612509213435,519.2651564733067,427.53062460208275,-32.752257663156115,63.8655004900516,71.77403802823518,1024,1024
555,0.4,0017.jpg,0.0023668671028438883,1752,740219,1752,740219,476.98059360730593,539.3932648401826,521.9767609315621,505.98723756077595,-44.99616732425619,33.40602727940666,56.04121458770253,1024,1024
556,0.4,0670.jpg,0.005404534518683819,4495,831709,4495,831709,577.4714126807564,502.4075639599555,520.9940267569547,503.1208271162149,56.47738592380176,-0.7132631562594156,56.481889709145875,1024,1024
557,0.4,0109.jpg,0.02482989136922526,2288,92147,2288,92147,534.1424825174826,477.8063811188811,537.2396171334932,554.2082107936233,-3.097134616010635,-76.40182967474215,76.46457886157486,1024,1024
558,0.4,0383.jpg,0.039337084759707916,13387,340315,13387,340315,468.10278628520206,555.8496302382908,516.3706360283854,572.4074137196421,-48.267849743183376,-16.557783481351294,51.02886940395444,1024,1024
